Producing messages to topic 'device_topic'...
Sent: {'timestamp': 1757315458.5254443, 'temperature': 29.88, 'status': 'warning'}
Sent: {'timestamp': 1757316075.9822402, 'temperature': 23.82, 'status': 'error'}
Sent: {'timestamp': 1757316076.3159394, 'temperature': 24.87, 'status': 'ok'}
Sent: {'timestamp': 1757316076.6488056, 'temperature': 27.93, 'status': 'error'}
Sent: {'timestamp': 1757316076.9812827, 'temperature': 29.73, 'status': 'warning'}
Sent: {'timestamp': 1757316077.313858, 'temperature': 22.05, 'status': 'warning'}
Sent: {'timestamp': 1757316077.6469223, 'temperature': 29.33, 'status': 'warning'}
Sent: {'timestamp': 1757316077.9795046, 'temperature': 29.35, 'status': 'warning'}
Sent: {'timestamp': 1757316078.3119574, 'temperature': 23.93, 'status': 'ok'}
Sent: {'timestamp': 1757316078.6462016, 'temperature': 26.76, 'status': 'warning'}
Sent: {'timestamp': 1757316078.979756, 'temperature': 22.53, 'status': 'error'}
Sent: {'timestamp': 1757316079.3122962, 'temperature': 20.69, 'status': 'ok'}
Sent: {'timestamp': 1757316079.6457877, 'temperature': 23.28, 'status': 'ok'}
Sent: {'timestamp': 1757316079.979348, 'temperature': 27.45, 'status': 'ok'}
Sent: {'timestamp': 1757316080.311887, 'temperature': 24.74, 'status': 'error'}
Sent: {'timestamp': 1757316080.6448991, 'temperature': 21.35, 'status': 'error'}
Sent: {'timestamp': 1757316080.9783084, 'temperature': 24.78, 'status': 'error'}
Sent: {'timestamp': 1757316081.311574, 'temperature': 24.66, 'status': 'ok'}
Sent: {'timestamp': 1757316081.644233, 'temperature': 23.59, 'status': 'error'}
Sent: {'timestamp': 1757316081.976841, 'temperature': 27.92, 'status': 'ok'}
Sent: {'timestamp': 1757316082.3096135, 'temperature': 24.86, 'status': 'ok'}
Sent: {'timestamp': 1757316082.6427524, 'temperature': 26.32, 'status': 'error'}
Sent: {'timestamp': 1757316082.9751177, 'temperature': 28.39, 'status': 'error'}
Sent: {'timestamp': 1757316083.3078575, 'temperature': 25.12, 'status': 'ok'}
Sent: {'timestamp': 1757316083.640868, 'temperature': 23.71, 'status': 'error'}
Sent: {'timestamp': 1757316083.9736574, 'temperature': 27.75, 'status': 'warning'}
Sent: {'timestamp': 1757316084.3067071, 'temperature': 22.35, 'status': 'warning'}
Sent: {'timestamp': 1757316084.6401498, 'temperature': 26.95, 'status': 'warning'}
Sent: {'timestamp': 1757316084.9732208, 'temperature': 20.17, 'status': 'warning'}
Sent: {'timestamp': 1757316085.3064861, 'temperature': 27.61, 'status': 'error'}
Sent: {'timestamp': 1757316085.6402833, 'temperature': 26.79, 'status': 'warning'}
Sent: {'timestamp': 1757316085.9751892, 'temperature': 26.75, 'status': 'error'}
Sent: {'timestamp': 1757316086.308268, 'temperature': 22.53, 'status': 'warning'}
Sent: {'timestamp': 1757316086.6409633, 'temperature': 21.14, 'status': 'warning'}
Sent: {'timestamp': 1757316086.973489, 'temperature': 27.44, 'status': 'ok'}
Sent: {'timestamp': 1757316087.3062959, 'temperature': 20.32, 'status': 'warning'}
Sent: {'timestamp': 1757316087.6395192, 'temperature': 22.33, 'status': 'error'}
Sent: {'timestamp': 1757316087.9726746, 'temperature': 29.65, 'status': 'ok'}
Sent: {'timestamp': 1757316088.305609, 'temperature': 20.2, 'status': 'warning'}
Sent: {'timestamp': 1757316088.6396918, 'temperature': 20.17, 'status': 'ok'}
Sent: {'timestamp': 1757316088.9725108, 'temperature': 29.92, 'status': 'error'}
Sent: {'timestamp': 1757316089.305773, 'temperature': 20.49, 'status': 'ok'}
Sent: {'timestamp': 1757316089.6410232, 'temperature': 20.64, 'status': 'ok'}
Sent: {'timestamp': 1757316089.973516, 'temperature': 26.24, 'status': 'warning'}
Sent: {'timestamp': 1757316090.307065, 'temperature': 21.76, 'status': 'ok'}
Sent: {'timestamp': 1757316090.639842, 'temperature': 21.02, 'status': 'warning'}
Sent: {'timestamp': 1757316090.972768, 'temperature': 28.59, 'status': 'error'}
Sent: {'timestamp': 1757316091.3060722, 'temperature': 28.63, 'status': 'ok'}
Sent: {'timestamp': 1757316091.6401808, 'temperature': 23.21, 'status': 'ok'}
Sent: {'timestamp': 1757316091.973128, 'temperature': 29.0, 'status': 'warning'}
Sent: {'timestamp': 1757316092.3068473, 'temperature': 21.46, 'status': 'error'}
Sent: {'timestamp': 1757316092.6393788, 'temperature': 25.2, 'status': 'warning'}
Sent: {'timestamp': 1757316092.9719145, 'temperature': 29.48, 'status': 'warning'}
Sent: {'timestamp': 1757316093.30461, 'temperature': 21.19, 'status': 'error'}
Sent: {'timestamp': 1757316093.6373127, 'temperature': 22.1, 'status': 'warning'}
Sent: {'timestamp': 1757316093.970087, 'temperature': 24.57, 'status': 'ok'}
Sent: {'timestamp': 1757316094.3035865, 'temperature': 21.55, 'status': 'ok'}
Sent: {'timestamp': 1757316094.6364062, 'temperature': 25.68, 'status': 'ok'}
Sent: {'timestamp': 1757316094.9703257, 'temperature': 21.91, 'status': 'error'}
Sent: {'timestamp': 1757316095.303142, 'temperature': 26.34, 'status': 'error'}
Sent: {'timestamp': 1757316095.6369324, 'temperature': 29.32, 'status': 'warning'}
Sent: {'timestamp': 1757316095.9695854, 'temperature': 26.24, 'status': 'warning'}
Sent: {'timestamp': 1757316096.302423, 'temperature': 26.65, 'status': 'ok'}
Sent: {'timestamp': 1757316096.6358354, 'temperature': 25.1, 'status': 'error'}
Sent: {'timestamp': 1757316096.968789, 'temperature': 21.58, 'status': 'ok'}
Sent: {'timestamp': 1757316097.3020513, 'temperature': 22.37, 'status': 'error'}
Sent: {'timestamp': 1757316097.635387, 'temperature': 20.28, 'status': 'warning'}
Sent: {'timestamp': 1757316097.9689612, 'temperature': 28.35, 'status': 'error'}
Sent: {'timestamp': 1757316098.3026967, 'temperature': 26.97, 'status': 'ok'}
Sent: {'timestamp': 1757316098.6355639, 'temperature': 26.92, 'status': 'warning'}
Sent: {'timestamp': 1757316098.968735, 'temperature': 24.47, 'status': 'warning'}
Sent: {'timestamp': 1757316099.3018224, 'temperature': 23.26, 'status': 'error'}
Sent: {'timestamp': 1757316099.6355171, 'temperature': 24.82, 'status': 'warning'}
Sent: {'timestamp': 1757316099.9685946, 'temperature': 20.95, 'status': 'warning'}
Sent: {'timestamp': 1757316100.3014328, 'temperature': 21.56, 'status': 'error'}
Sent: {'timestamp': 1757316100.6340895, 'temperature': 26.6, 'status': 'ok'}
Sent: {'timestamp': 1757316100.9670851, 'temperature': 23.19, 'status': 'warning'}
Sent: {'timestamp': 1757316101.2997177, 'temperature': 20.46, 'status': 'error'}
Sent: {'timestamp': 1757316101.632362, 'temperature': 23.06, 'status': 'warning'}
Sent: {'timestamp': 1757316101.9652762, 'temperature': 22.44, 'status': 'warning'}
Sent: {'timestamp': 1757316102.2992725, 'temperature': 25.69, 'status': 'warning'}
Sent: {'timestamp': 1757316102.6325045, 'temperature': 29.66, 'status': 'ok'}
Sent: {'timestamp': 1757316102.9657648, 'temperature': 25.09, 'status': 'error'}
Sent: {'timestamp': 1757316105.838175, 'temperature': 24.14, 'status': 'ok'}
Sent: {'timestamp': 1757316106.1710536, 'temperature': 29.03, 'status': 'warning'}
Sent: {'timestamp': 1757316106.5041864, 'temperature': 24.44, 'status': 'error'}
Sent: {'timestamp': 1757316106.83694, 'temperature': 28.23, 'status': 'warning'}
Sent: {'timestamp': 1757316107.1699774, 'temperature': 29.87, 'status': 'ok'}
Sent: {'timestamp': 1757316107.5033314, 'temperature': 24.28, 'status': 'error'}
Sent: {'timestamp': 1757316107.8359275, 'temperature': 26.72, 'status': 'warning'}
Sent: {'timestamp': 1757316108.168592, 'temperature': 26.36, 'status': 'warning'}
Sent: {'timestamp': 1757316108.5022328, 'temperature': 29.42, 'status': 'error'}
Sent: {'timestamp': 1757316108.8358223, 'temperature': 27.72, 'status': 'warning'}
Sent: {'timestamp': 1757316109.1711206, 'temperature': 23.65, 'status': 'error'}
Sent: {'timestamp': 1757316109.5042489, 'temperature': 25.24, 'status': 'ok'}
Sent: {'timestamp': 1757316109.8376558, 'temperature': 26.64, 'status': 'error'}
Sent: {'timestamp': 1757316110.1702855, 'temperature': 25.28, 'status': 'ok'}
Sent: {'timestamp': 1757316110.503261, 'temperature': 26.94, 'status': 'ok'}
Sent: {'timestamp': 1757316110.8358252, 'temperature': 21.14, 'status': 'error'}
Sent: {'timestamp': 1757316111.1685407, 'temperature': 20.14, 'status': 'ok'}
Sent: {'timestamp': 1757316111.5023997, 'temperature': 20.46, 'status': 'warning'}
Sent: {'timestamp': 1757316111.8351777, 'temperature': 20.39, 'status': 'ok'}
Sent: {'timestamp': 1757316112.1678894, 'temperature': 22.42, 'status': 'error'}
Sent: {'timestamp': 1757316112.5014827, 'temperature': 27.86, 'status': 'error'}
Sent: {'timestamp': 1757316112.8348331, 'temperature': 22.64, 'status': 'error'}
Sent: {'timestamp': 1757316113.1678636, 'temperature': 21.27, 'status': 'error'}
Sent: {'timestamp': 1757316113.5008879, 'temperature': 28.31, 'status': 'error'}
Sent: {'timestamp': 1757316113.833571, 'temperature': 28.25, 'status': 'ok'}
Sent: {'timestamp': 1757316114.1665518, 'temperature': 20.81, 'status': 'ok'}
Sent: {'timestamp': 1757316114.4996781, 'temperature': 26.56, 'status': 'error'}
Sent: {'timestamp': 1757316114.8322146, 'temperature': 26.71, 'status': 'error'}
Sent: {'timestamp': 1757316115.1650627, 'temperature': 24.29, 'status': 'error'}
Sent: {'timestamp': 1757316115.497709, 'temperature': 25.93, 'status': 'error'}
Sent: {'timestamp': 1757316115.8313282, 'temperature': 20.18, 'status': 'ok'}
Sent: {'timestamp': 1757316116.1643672, 'temperature': 21.95, 'status': 'ok'}
Sent: {'timestamp': 1757316116.4969296, 'temperature': 26.84, 'status': 'error'}
Sent: {'timestamp': 1757316116.8308208, 'temperature': 25.79, 'status': 'ok'}
Sent: {'timestamp': 1757316117.1638997, 'temperature': 20.9, 'status': 'warning'}
Sent: {'timestamp': 1757316117.498286, 'temperature': 28.07, 'status': 'error'}
Sent: {'timestamp': 1757316117.831014, 'temperature': 20.97, 'status': 'warning'}
Sent: {'timestamp': 1757316118.1637344, 'temperature': 21.73, 'status': 'ok'}
Sent: {'timestamp': 1757316118.497427, 'temperature': 20.35, 'status': 'warning'}
Sent: {'timestamp': 1757316118.8302796, 'temperature': 22.0, 'status': 'warning'}
Sent: {'timestamp': 1757316119.1639867, 'temperature': 20.69, 'status': 'warning'}
Sent: {'timestamp': 1757316119.4984183, 'temperature': 22.12, 'status': 'error'}
Sent: {'timestamp': 1757316119.8312805, 'temperature': 28.61, 'status': 'warning'}
Sent: {'timestamp': 1757316120.1640623, 'temperature': 25.13, 'status': 'error'}
Sent: {'timestamp': 1757316120.4981303, 'temperature': 22.84, 'status': 'error'}
Sent: {'timestamp': 1757316120.8307436, 'temperature': 25.26, 'status': 'ok'}
Sent: {'timestamp': 1757316121.1640282, 'temperature': 23.78, 'status': 'error'}
Sent: {'timestamp': 1757316121.4966612, 'temperature': 29.84, 'status': 'ok'}
Sent: {'timestamp': 1757316121.8297844, 'temperature': 24.33, 'status': 'ok'}
Sent: {'timestamp': 1757316122.1626701, 'temperature': 29.08, 'status': 'warning'}
Sent: {'timestamp': 1757316122.4956656, 'temperature': 23.78, 'status': 'warning'}
Sent: {'timestamp': 1757316122.828396, 'temperature': 21.31, 'status': 'warning'}
Sent: {'timestamp': 1757316123.1620767, 'temperature': 20.53, 'status': 'warning'}
Sent: {'timestamp': 1757316123.4957142, 'temperature': 22.7, 'status': 'ok'}
Sent: {'timestamp': 1757316123.828592, 'temperature': 22.63, 'status': 'error'}
Sent: {'timestamp': 1757316124.1614943, 'temperature': 29.52, 'status': 'error'}
Sent: {'timestamp': 1757316124.495425, 'temperature': 25.19, 'status': 'ok'}
Sent: {'timestamp': 1757316124.829013, 'temperature': 26.59, 'status': 'error'}
Sent: {'timestamp': 1757316125.1616697, 'temperature': 26.07, 'status': 'warning'}
Sent: {'timestamp': 1757316125.49438, 'temperature': 20.99, 'status': 'ok'}
Sent: {'timestamp': 1757316125.8273752, 'temperature': 25.74, 'status': 'ok'}
Sent: {'timestamp': 1757316126.160117, 'temperature': 29.73, 'status': 'error'}
Sent: {'timestamp': 1757316126.4927413, 'temperature': 24.71, 'status': 'warning'}
Sent: {'timestamp': 1757316126.8263578, 'temperature': 29.17, 'status': 'ok'}
Sent: {'timestamp': 1757316127.1614137, 'temperature': 27.78, 'status': 'warning'}
Sent: {'timestamp': 1757316127.494636, 'temperature': 23.53, 'status': 'warning'}
Sent: {'timestamp': 1757316127.8287175, 'temperature': 20.92, 'status': 'warning'}
Sent: {'timestamp': 1757316128.1623728, 'temperature': 25.19, 'status': 'error'}
Sent: {'timestamp': 1757316128.4956684, 'temperature': 20.08, 'status': 'warning'}
Sent: {'timestamp': 1757316128.828135, 'temperature': 25.41, 'status': 'error'}
Sent: {'timestamp': 1757316129.1606584, 'temperature': 28.65, 'status': 'error'}
Sent: {'timestamp': 1757316129.493778, 'temperature': 21.57, 'status': 'warning'}
Sent: {'timestamp': 1757316129.8269444, 'temperature': 21.23, 'status': 'warning'}
Sent: {'timestamp': 1757316130.1633122, 'temperature': 22.27, 'status': 'ok'}
Sent: {'timestamp': 1757316130.4959543, 'temperature': 26.72, 'status': 'warning'}
Sent: {'timestamp': 1757316130.8286912, 'temperature': 24.05, 'status': 'error'}
Sent: {'timestamp': 1757316131.162731, 'temperature': 22.75, 'status': 'error'}
Sent: {'timestamp': 1757316131.496338, 'temperature': 27.84, 'status': 'warning'}
Sent: {'timestamp': 1757316131.8302414, 'temperature': 27.95, 'status': 'error'}
Sent: {'timestamp': 1757316132.163631, 'temperature': 21.61, 'status': 'warning'}
Sent: {'timestamp': 1757316132.4968512, 'temperature': 25.46, 'status': 'error'}
Sent: {'timestamp': 1757316132.8306699, 'temperature': 25.95, 'status': 'warning'}
Sent: {'timestamp': 1757316133.1638827, 'temperature': 25.77, 'status': 'error'}
Sent: {'timestamp': 1757316133.4960525, 'temperature': 27.05, 'status': 'warning'}
Sent: {'timestamp': 1757316133.828793, 'temperature': 26.88, 'status': 'ok'}
Sent: {'timestamp': 1757316134.1615524, 'temperature': 28.35, 'status': 'warning'}
Sent: {'timestamp': 1757316134.4945643, 'temperature': 20.6, 'status': 'ok'}
Sent: {'timestamp': 1757316134.8281562, 'temperature': 24.89, 'status': 'error'}
Sent: {'timestamp': 1757316135.1612062, 'temperature': 27.09, 'status': 'error'}
Sent: {'timestamp': 1757316135.4937878, 'temperature': 21.28, 'status': 'ok'}
Sent: {'timestamp': 1757316135.8264234, 'temperature': 27.78, 'status': 'warning'}
Sent: {'timestamp': 1757316136.1590686, 'temperature': 24.02, 'status': 'error'}
Sent: {'timestamp': 1757316136.4920182, 'temperature': 21.7, 'status': 'error'}
Sent: {'timestamp': 1757316136.8253636, 'temperature': 25.24, 'status': 'error'}
Sent: {'timestamp': 1757316137.1582398, 'temperature': 24.67, 'status': 'ok'}
Sent: {'timestamp': 1757316137.4915335, 'temperature': 28.58, 'status': 'ok'}
Sent: {'timestamp': 1757316137.8242626, 'temperature': 21.53, 'status': 'ok'}
Sent: {'timestamp': 1757316140.7450233, 'temperature': 24.28, 'status': 'warning'}
Sent: {'timestamp': 1757316141.0777497, 'temperature': 20.37, 'status': 'ok'}
Sent: {'timestamp': 1757316141.4109428, 'temperature': 29.18, 'status': 'ok'}
Sent: {'timestamp': 1757316141.7437897, 'temperature': 20.18, 'status': 'warning'}
Sent: {'timestamp': 1757316142.0766494, 'temperature': 23.24, 'status': 'ok'}
Sent: {'timestamp': 1757316142.4096692, 'temperature': 21.75, 'status': 'error'}
Sent: {'timestamp': 1757316142.7434134, 'temperature': 28.27, 'status': 'ok'}
Sent: {'timestamp': 1757316143.0778034, 'temperature': 29.92, 'status': 'error'}
Sent: {'timestamp': 1757316143.4104009, 'temperature': 26.36, 'status': 'warning'}
Sent: {'timestamp': 1757316143.7432299, 'temperature': 24.56, 'status': 'warning'}
Sent: {'timestamp': 1757316144.0774536, 'temperature': 22.97, 'status': 'ok'}
Sent: {'timestamp': 1757316144.4105222, 'temperature': 26.0, 'status': 'error'}
Sent: {'timestamp': 1757316144.7431765, 'temperature': 21.82, 'status': 'warning'}
Sent: {'timestamp': 1757316145.0765784, 'temperature': 25.69, 'status': 'error'}
Sent: {'timestamp': 1757316145.4131134, 'temperature': 24.01, 'status': 'ok'}
Sent: {'timestamp': 1757316145.7459474, 'temperature': 20.67, 'status': 'warning'}
Sent: {'timestamp': 1757316146.0794585, 'temperature': 26.14, 'status': 'ok'}
Sent: {'timestamp': 1757316146.4122636, 'temperature': 23.32, 'status': 'ok'}
Sent: {'timestamp': 1757316146.7457778, 'temperature': 26.46, 'status': 'warning'}
Sent: {'timestamp': 1757316147.0789044, 'temperature': 27.16, 'status': 'error'}
Sent: {'timestamp': 1757316147.4118903, 'temperature': 29.77, 'status': 'ok'}
Sent: {'timestamp': 1757316147.745558, 'temperature': 25.26, 'status': 'error'}
Sent: {'timestamp': 1757316148.0789266, 'temperature': 23.72, 'status': 'error'}
Sent: {'timestamp': 1757316148.4121203, 'temperature': 20.42, 'status': 'error'}
Sent: {'timestamp': 1757316148.7462904, 'temperature': 25.25, 'status': 'ok'}
Sent: {'timestamp': 1757316149.0790625, 'temperature': 25.75, 'status': 'error'}
Sent: {'timestamp': 1757316149.412144, 'temperature': 29.31, 'status': 'ok'}
Sent: {'timestamp': 1757316149.7449234, 'temperature': 28.73, 'status': 'error'}
Sent: {'timestamp': 1757316150.0782185, 'temperature': 27.92, 'status': 'ok'}
Sent: {'timestamp': 1757316150.4117875, 'temperature': 23.56, 'status': 'error'}
Sent: {'timestamp': 1757316150.7444968, 'temperature': 27.96, 'status': 'error'}
Sent: {'timestamp': 1757316151.0773141, 'temperature': 26.46, 'status': 'error'}
Sent: {'timestamp': 1757316151.410811, 'temperature': 23.16, 'status': 'warning'}
Sent: {'timestamp': 1757316151.7434678, 'temperature': 25.47, 'status': 'warning'}
Sent: {'timestamp': 1757316152.0764208, 'temperature': 25.98, 'status': 'ok'}
Sent: {'timestamp': 1757316152.409033, 'temperature': 21.07, 'status': 'warning'}
Sent: {'timestamp': 1757316152.7423093, 'temperature': 24.84, 'status': 'warning'}
Sent: {'timestamp': 1757316153.0753632, 'temperature': 22.73, 'status': 'ok'}
Sent: {'timestamp': 1757316153.4081635, 'temperature': 28.35, 'status': 'error'}
Sent: {'timestamp': 1757316153.7425911, 'temperature': 26.69, 'status': 'ok'}
Sent: {'timestamp': 1757316154.0761285, 'temperature': 29.28, 'status': 'warning'}
Sent: {'timestamp': 1757316154.409181, 'temperature': 29.58, 'status': 'warning'}
Sent: {'timestamp': 1757316154.7420628, 'temperature': 22.3, 'status': 'error'}
Sent: {'timestamp': 1757316155.0754874, 'temperature': 27.5, 'status': 'ok'}
Sent: {'timestamp': 1757316155.4088237, 'temperature': 21.19, 'status': 'warning'}
Sent: {'timestamp': 1757316155.741885, 'temperature': 24.12, 'status': 'ok'}
Sent: {'timestamp': 1757316156.0755932, 'temperature': 27.16, 'status': 'ok'}
Sent: {'timestamp': 1757316156.4082127, 'temperature': 23.71, 'status': 'ok'}
Sent: {'timestamp': 1757316156.741428, 'temperature': 23.83, 'status': 'warning'}
Sent: {'timestamp': 1757316157.074601, 'temperature': 23.55, 'status': 'ok'}
Sent: {'timestamp': 1757316157.408393, 'temperature': 25.55, 'status': 'warning'}
Sent: {'timestamp': 1757316157.741492, 'temperature': 24.21, 'status': 'warning'}
Sent: {'timestamp': 1757316158.0743644, 'temperature': 22.12, 'status': 'ok'}
Sent: {'timestamp': 1757316158.4077554, 'temperature': 23.37, 'status': 'ok'}
Sent: {'timestamp': 1757316158.7407806, 'temperature': 21.01, 'status': 'warning'}
Sent: {'timestamp': 1757316159.074957, 'temperature': 21.25, 'status': 'warning'}
Sent: {'timestamp': 1757316159.408048, 'temperature': 28.84, 'status': 'error'}
Sent: {'timestamp': 1757316159.7415278, 'temperature': 27.48, 'status': 'warning'}
Sent: {'timestamp': 1757316160.076003, 'temperature': 26.57, 'status': 'warning'}
Sent: {'timestamp': 1757316160.4103973, 'temperature': 21.2, 'status': 'ok'}
Sent: {'timestamp': 1757316160.74407, 'temperature': 26.2, 'status': 'ok'}
Sent: {'timestamp': 1757316161.0767927, 'temperature': 24.61, 'status': 'error'}
Sent: {'timestamp': 1757316161.4103963, 'temperature': 26.79, 'status': 'error'}
Sent: {'timestamp': 1757316161.7435644, 'temperature': 29.04, 'status': 'ok'}
Sent: {'timestamp': 1757316162.0767481, 'temperature': 26.24, 'status': 'ok'}
Sent: {'timestamp': 1757316162.4100497, 'temperature': 24.99, 'status': 'warning'}
Sent: {'timestamp': 1757316162.7427573, 'temperature': 20.08, 'status': 'error'}
Sent: {'timestamp': 1757316163.0763648, 'temperature': 29.8, 'status': 'error'}
Sent: {'timestamp': 1757316163.4097228, 'temperature': 23.21, 'status': 'ok'}
Sent: {'timestamp': 1757316163.7424545, 'temperature': 24.96, 'status': 'ok'}
Sent: {'timestamp': 1757316164.0760896, 'temperature': 29.45, 'status': 'error'}
Sent: {'timestamp': 1757316164.4088144, 'temperature': 22.11, 'status': 'ok'}
Sent: {'timestamp': 1757316164.7415152, 'temperature': 23.85, 'status': 'error'}
Sent: {'timestamp': 1757316165.0754983, 'temperature': 29.53, 'status': 'ok'}
Sent: {'timestamp': 1757316165.408944, 'temperature': 22.79, 'status': 'warning'}
Sent: {'timestamp': 1757316165.7430105, 'temperature': 28.68, 'status': 'ok'}
Sent: {'timestamp': 1757316166.0767934, 'temperature': 21.05, 'status': 'warning'}
Sent: {'timestamp': 1757316166.4099073, 'temperature': 20.3, 'status': 'error'}
Sent: {'timestamp': 1757316166.7430315, 'temperature': 27.81, 'status': 'warning'}
Sent: {'timestamp': 1757316167.07659, 'temperature': 27.61, 'status': 'ok'}
Sent: {'timestamp': 1757316167.409541, 'temperature': 23.8, 'status': 'ok'}
Sent: {'timestamp': 1757316167.7435036, 'temperature': 24.83, 'status': 'ok'}
Sent: {'timestamp': 1757316168.0770378, 'temperature': 28.32, 'status': 'ok'}
Sent: {'timestamp': 1757316168.4100487, 'temperature': 25.02, 'status': 'error'}
Sent: {'timestamp': 1757316168.74371, 'temperature': 28.96, 'status': 'error'}
Sent: {'timestamp': 1757316169.0769649, 'temperature': 20.82, 'status': 'ok'}
Sent: {'timestamp': 1757316169.409922, 'temperature': 22.29, 'status': 'warning'}
Sent: {'timestamp': 1757316169.7426586, 'temperature': 20.45, 'status': 'ok'}
Sent: {'timestamp': 1757316170.0759685, 'temperature': 25.7, 'status': 'error'}
Sent: {'timestamp': 1757316170.4089515, 'temperature': 29.46, 'status': 'error'}
Sent: {'timestamp': 1757316170.7413614, 'temperature': 24.3, 'status': 'error'}
Sent: {'timestamp': 1757316171.0742571, 'temperature': 28.62, 'status': 'error'}
Sent: {'timestamp': 1757316171.407926, 'temperature': 20.32, 'status': 'error'}
Sent: {'timestamp': 1757316171.7415385, 'temperature': 23.01, 'status': 'error'}
Sent: {'timestamp': 1757316172.0751178, 'temperature': 22.6, 'status': 'ok'}
Sent: {'timestamp': 1757316172.408546, 'temperature': 27.58, 'status': 'error'}
Sent: {'timestamp': 1757316172.7423728, 'temperature': 26.81, 'status': 'error'}
Sent: {'timestamp': 1757316175.1717308, 'temperature': 20.15, 'status': 'error'}
Sent: {'timestamp': 1757316175.5046797, 'temperature': 23.67, 'status': 'warning'}
Sent: {'timestamp': 1757316175.838603, 'temperature': 27.33, 'status': 'ok'}
Sent: {'timestamp': 1757316176.171174, 'temperature': 29.77, 'status': 'warning'}
Sent: {'timestamp': 1757316176.504284, 'temperature': 22.36, 'status': 'error'}
Sent: {'timestamp': 1757316176.8385658, 'temperature': 20.63, 'status': 'warning'}
Sent: {'timestamp': 1757316177.172315, 'temperature': 28.08, 'status': 'ok'}
Sent: {'timestamp': 1757316177.5052445, 'temperature': 25.73, 'status': 'ok'}
Sent: {'timestamp': 1757316177.8386612, 'temperature': 29.77, 'status': 'ok'}
Sent: {'timestamp': 1757316178.1714056, 'temperature': 26.63, 'status': 'ok'}
Sent: {'timestamp': 1757316178.5046885, 'temperature': 21.22, 'status': 'error'}
Sent: {'timestamp': 1757316178.8386626, 'temperature': 23.81, 'status': 'warning'}
Sent: {'timestamp': 1757316179.1718183, 'temperature': 23.64, 'status': 'ok'}
Sent: {'timestamp': 1757316179.5045264, 'temperature': 22.25, 'status': 'error'}
Sent: {'timestamp': 1757316179.83758, 'temperature': 24.22, 'status': 'warning'}
Sent: {'timestamp': 1757316180.1712477, 'temperature': 25.67, 'status': 'ok'}
Sent: {'timestamp': 1757316180.5045419, 'temperature': 28.28, 'status': 'ok'}
Sent: {'timestamp': 1757316180.8377674, 'temperature': 24.19, 'status': 'ok'}
Sent: {'timestamp': 1757316181.170676, 'temperature': 20.82, 'status': 'error'}
Sent: {'timestamp': 1757316181.5058553, 'temperature': 23.91, 'status': 'warning'}
Sent: {'timestamp': 1757316181.8394294, 'temperature': 26.29, 'status': 'error'}
Sent: {'timestamp': 1757316182.1722996, 'temperature': 29.01, 'status': 'warning'}
Sent: {'timestamp': 1757316182.505041, 'temperature': 21.73, 'status': 'warning'}
Sent: {'timestamp': 1757316182.8380203, 'temperature': 27.78, 'status': 'error'}
Sent: {'timestamp': 1757316183.1706655, 'temperature': 29.93, 'status': 'warning'}
Sent: {'timestamp': 1757316183.5033367, 'temperature': 28.2, 'status': 'error'}
Sent: {'timestamp': 1757316183.8362617, 'temperature': 21.25, 'status': 'ok'}
Sent: {'timestamp': 1757316184.1693254, 'temperature': 23.14, 'status': 'ok'}
Sent: {'timestamp': 1757316184.5031543, 'temperature': 28.56, 'status': 'ok'}
Sent: {'timestamp': 1757316184.8364675, 'temperature': 24.76, 'status': 'warning'}
Sent: {'timestamp': 1757316185.1692553, 'temperature': 27.83, 'status': 'ok'}
Sent: {'timestamp': 1757316185.5021381, 'temperature': 23.41, 'status': 'warning'}
Sent: {'timestamp': 1757316185.8351395, 'temperature': 23.51, 'status': 'error'}
Sent: {'timestamp': 1757316186.1680558, 'temperature': 22.05, 'status': 'ok'}
Sent: {'timestamp': 1757316186.5018415, 'temperature': 26.8, 'status': 'warning'}
Sent: {'timestamp': 1757316186.8368943, 'temperature': 27.81, 'status': 'error'}
Sent: {'timestamp': 1757316187.169649, 'temperature': 22.1, 'status': 'warning'}
Sent: {'timestamp': 1757316187.504099, 'temperature': 20.52, 'status': 'ok'}
Sent: {'timestamp': 1757316187.8366306, 'temperature': 29.44, 'status': 'error'}
Sent: {'timestamp': 1757316188.1698108, 'temperature': 26.56, 'status': 'warning'}
Sent: {'timestamp': 1757316188.502586, 'temperature': 28.78, 'status': 'error'}
Sent: {'timestamp': 1757316188.835264, 'temperature': 27.18, 'status': 'warning'}
Sent: {'timestamp': 1757316189.1681457, 'temperature': 26.04, 'status': 'error'}
Sent: {'timestamp': 1757316189.5020595, 'temperature': 24.92, 'status': 'ok'}
Sent: {'timestamp': 1757316189.8356824, 'temperature': 26.52, 'status': 'warning'}
Sent: {'timestamp': 1757316190.1687827, 'temperature': 29.78, 'status': 'warning'}
Sent: {'timestamp': 1757316190.5017612, 'temperature': 24.14, 'status': 'warning'}
Sent: {'timestamp': 1757316190.8354566, 'temperature': 25.65, 'status': 'error'}
Sent: {'timestamp': 1757316191.1689615, 'temperature': 27.53, 'status': 'warning'}
Sent: {'timestamp': 1757316191.5010486, 'temperature': 22.65, 'status': 'error'}
Sent: {'timestamp': 1757316191.8348804, 'temperature': 22.35, 'status': 'warning'}
Sent: {'timestamp': 1757316192.1677563, 'temperature': 23.23, 'status': 'ok'}
